,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
85,MEURRENS MACHINERY,LUMMEN,3,39137167,29388887,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 475 551 084,meurrens@meurrens-machinery.be,BE0466147158,3936569,0466 147 158,Dellestraat 14,3560,www.meurrens-machinery.com,"Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw",Niet beursgenoteerd
86,BONGAERTS RECYCLING,GROTE-BROGEL,22,38873832,17773585,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 60 32 58,info@bongaertsrecycling.be,BE0452245573,6811494,0452 245 573,Kaulillerweg 122 b.B,3990,www.bongaertsrecycling.be,Inzameling van ongevaarlijk afval,Niet beursgenoteerd
87,SOPRODAL,PAAL,125,38811705,21964468,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 45 01 20,info@soprodal.be,BE0434843575,8726098,0434 843 575,Tervantstraat 21,3583,,Vervaardiging van parfums en toiletartikelen,Niet beursgenoteerd
88,ALGEMENE ONDERNEMING DRIESEN,PELT,113,38597918,14670834,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 64 10 72,,BE0416178005,6257416,0416 178 005,Stuifzandstraat 36,3900,www.bouwbedrijf-driesen.be,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
89,PLUDIS,BREE,19,38340551,6285470,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 46 49 09,info@pludis.be,BE0478443689,2241074,0478 443 689,Industrieterr. Peerderbaan 1411,3960,www.pludis.be,Groothandel in vlees van wild en van gevogelte,Niet beursgenoteerd
90,LOOMANS PLASTICS,LOMMEL,100,38305267,38465634,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 486 178 967,loomanstooling@skynet.be,BE0441237360,10056034,0441 237 360,Gerard Mercatorstraat 15,3920,www.loomansgroup.com,Vervaardiging van verpakkingsmateriaal van kunststof,Niet beursgenoteerd
91,KEESTRACK,MUNSTERBILZEN,23,38285112,19967647,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 51 58 51,info@keestrack.net,BE0452749181,2560390,0452 749 181,Taunusweg 2,3740,www.keestrack.com,"Groothandel in andere machines en werktuigen, n.e.g.",Niet beursgenoteerd
92,PAAS FOOD INDUSTRIES,MAASMECHELEN,22,38183234,8415791,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 77 99 83,info@paasfoodindustries.com,BE0468854250,2609451,0468 854 250,Slakweidestraat 20,3630,paasfoodindustries.com,Overige eetgelegenheden,Niet beursgenoteerd
93,VAN MOSSEL PCDS LIMBURG,HASSELT,50,38091175,16195523,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 31 42 16,info-hasselt@autogarden.be,BE0413016496,2735579,0413 016 496,Hellebeemden 2A,3500,www.autogarden.be,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
94,ASPIRAVI ENERGY,GENK,1,38043445,15603638,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 63 60 43,,BE0553706187,-134858,0553 706 187,Thor Park 8300,3600,www.aspiravi-energy.be,Handel in elektriciteit,Niet beursgenoteerd
95,EUROGRI,OPHOVEN,4,37771371,19303661,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 56 46 38,belmagri.holding@sdhbv.nl,BE0421317718,1168450,0421 317 718,Geistingen 102 A,3640,,"Groothandel in bouwmaterialen, algemeen assortiment",Niet beursgenoteerd
96,DIRAFROST FROZEN FRUIT INDUSTRY,LUMMEN,32,37484203,18808068,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 55 27 01,info@dirafrost.be,BE0432893182,-210310,0432 893 182,Klaverbladstraat 11,3560,www.dirafrost.be,"Groothandel in groenten en fruit, m.u.v. consumptieaardappelen",Niet beursgenoteerd
97,BOUWONDERNEMING HAEX,OUDSBERGEN,75,37473096,14334385,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 486 500 124,haex@haex.be,BE0414977777,5884875,0414 977 777,Klein-Heidestraat 25,3670,www.haex.be,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
98,ATELIER JANSSEN KAULILLE,KAULILLE,215,37418031,21854650,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 44 04 00,info@ajk.be,BE0407050701,14923559,0407 050 701,Kettingbrugweg 38,3950,www.ajk.info,Vervaardiging van ijzer en staal en van ferrolegeringen,Niet beursgenoteerd
99,CHIYODA EUROPA,GENK,172,37140824,24633114,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 61 07 11,secur-environ@chiyoda.be,BE0424426666,13617000,0424 426 666,Henry Fordlaan 37,3600,www.chiyoda.be,Vervaardiging van andere artikelen van papier of karton,Niet beursgenoteerd
100,ORION METAL,KAULILLE,79,37058546,33189253,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 66 80 80,,BE0462525890,7384772,0462 525 890,Industrieweg 4,3950,,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
101,ROOFTG EUROPE,'S HERENELDEREN,90,36940594,37022082,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 24 18 01,info@metrotile.be,BE0460680219,6951356,0460 680 219,Michielenweg 3,3700,www.metrotile.be,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
102,BELGIAN CYCLING FACTORY,PAAL,69,36804522,19032365,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 67 36 00,info@ridley-bikes.com,BE0441535783,5974327,0441 535 783,Beverlosesteenweg 85,3583,www.ridley-bikes.com,Vervaardiging van fietsen en invalidenwagens,Niet beursgenoteerd
103,GARAGE EN CARROSSERIE VANBUSSEL,PEER,28,36644802,13862330,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 79 14 77,,BE0449905004,2651866,0449 905 004,Steenweg Linde 79,3990,www.peugeot.be/,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
104,EURO EI,TESSENDERLO,32,36585637,9454859,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 35 98 80,,BE0810989482,2243923,0810 989 482,Industrieweg 120,3980,,Groothandel in zuivelproducten en eieren,Niet beursgenoteerd
105,PAESEN TRUCKS ZOLDER,ZOLDER,32,36536954,8600604,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 53 03 60,,BE0478867917,7095616,0478 867 917,Dellestraat 29,3550,www.hoflijk.be,"Groothandel in andere motorvoertuigen (> 3,5 ton)",Niet beursgenoteerd
106,ASB RECYCLING,ZUTENDAAL,14,36530716,10347170,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 50 07 70,,BE0882640909,1974723,0882 640 909,Tiendenstraat 10,3690,,"Groothandel in afval en schroot, n.e.g.",Niet beursgenoteerd
107,UMAMI CATERING,GENK,188,36107700,10192832,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 32 38 70,,BE0464302376,10422941,0464 302 376,Slingerweg 4,3600,horeservicatering.be,Overige eetgelegenheden,Niet beursgenoteerd
108,BELIES,TESSENDERLO,49,35925670,11264473,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 583 81 00,,BE0873640495,5229577,0873 640 495,Ambachtsstraat 1,3980,www.belies.eu,"Verwerking en conservering van groenten, exclusief productie van diepgevroren groenten",Niet beursgenoteerd
109,VASCO,DILSEN,143,35465822,37838861,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 79 04 11,,BE0479567901,9556716,0479 567 901,Kruishoefstraat 50,3650,,Vervaardiging van radiatoren en ketels voor centrale verwarming,Niet beursgenoteerd
110,DSM SPECIALTY COMPOUNDS,GENK,214,35369136,46197277,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 30 05 07,,BE0430597648,25728995,0430 597 648,Paniswijerstraat 92,3600,,Vervaardiging van kunststoffen in primaire vormen,Niet beursgenoteerd
111,JCB-BELGIUM,OUDSBERGEN,31,35352487,11549188,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 69 50 50,,BE0416341519,5032440,0416 341 519,Nijverheidslaan 1501,3660,www.jcb.be,"Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw",Niet beursgenoteerd
112,GARAGE WILLEMS,GENK,50,35298492,11351340,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 38 20 88,,BE0411902382,2750188,0411 902 382,André Dumontlaan 146,3600,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
113,DELORGE QUC,GENK,4,34960415,11262140,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 70 01 30,,BE0821690760,535896,0821 690 760,Maaseikerbaan 86,3600,www.groepdelorge.be,"Groothandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
114,KAASBRIK,HALEN,28,34770673,10883895,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 35 59 80,,BE0423910091,4364575,0423 910 091,Industriepark 1216,3545,www.kaasbrik.com,Groothandel in zuivelproducten en eieren,Niet beursgenoteerd
115,BKM,HASSELT,182,34724922,39430341,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 24 93 40,info@bkm.be,BE0453298222,13077372,0453 298 222,Herkenrodesingel 37 b.A,3500,,"Groothandel in computers, randapparatuur en software",Niet beursgenoteerd
116,DELORGE HASSELT,HASSELT,35,34602429,9014707,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 24 44 41,,BE0869744659,1717469,0869 744 659,Herkenrodesingel 8 b.C,3500,www.groepdelorge.be,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
117,BELIEN LOMMEL,LOMMEL,25,34310502,10885436,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 44 05 10,info@schillebeekx.net.bmw.be,BE0423335318,2743655,0423 335 318,Edward Anseelestraat 21,3920,www.bmw.be,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
118,VANDEBOS ALGEMENE BOUWONDERNEMING,ALKEN,95,34119485,14046154,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 31 20 77,vandebos@cobonet.be,BE0412452908,6676883,0412 452 908,Bisschopsweyerstraat 17,3570,www.vandebos-bouwonderneming.be,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
119,TRIBU,MUNSTERBILZEN,41,34034412,25686226,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 61 27 50,info@tribu.be,BE0416126337,9733721,0416 126 337,Oude Heidestraat 72,3740,www.tribu.be,Groothandel in huismeubilair,Niet beursgenoteerd
120,GEEVERS AUTO PARTS BELGIUM,HAMONT,24,33887168,7677021,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 73 08 30,,BE0870392282,2741620,0870 392 282,Nijverheidsstraat 14,3930,www.geevers.org,Handelsbemiddeling en groothandel in onderdelen en accessoires van motorvoertuigen,Niet beursgenoteerd
121,GUTAMI SOLAR,KOERSEL,29,33513145,10085975,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 71 93 00,,BE0562851111,3090568,0562 851 111,Koolmijnlaan 181,3582,www.gutami-solar.com,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
122,SCHILDERMANS PLUIMVEESLACHTERIJ EN VLEESVERWERKING,BREE,46,33474646,10085857,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 46 49 09,schildermans@skynet.be,BE0439128205,4916336,0439 128 205,Toekomststraat 12,3960,www.pludis.be,Verwerking en conservering van gevogelte,Niet beursgenoteerd
123,BERNER BELGIEN,LANAKEN,106,33275381,9753769,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 71 91 91,info@berner.be,BE0406512053,13448698,0406 512 053,Bernerstraat 1,3620,www.shop.berner.eu,Groothandel in ijzerwaren,Niet beursgenoteerd
124,I4F LICENSING,HAMONT,8,32995731,854287832,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 92 21 11,,BE0716689052,27532555,0716 689 052,Oude Watertorenstraat 25,3930,www.i4f.com,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
125,INDUSTRIAL ENGINEERING AND CONTRACTING,OUDSBERGEN,22,32926186,16782206,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,info@indec.be,BE0476983840,2794805,0476 983 840,Industrieweg-Noord 1188,3660,www.indec.be,"Ingenieurs en aanverwante technische adviseurs, exclusief landmeters",Niet beursgenoteerd
126,LA LORRAINE ALKEN,ALKEN,110,32836912,10015475,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 67 38 17,,BE0434739548,7966637,0434 739 548,Industrieter. Kolmen 1514,3570,,Industriële vervaardiging van brood en van vers banketbakkerswerk,Niet beursgenoteerd
127,DELORGE AUTOMOTIVE HASSELT,HASSELT,26,32508379,9188726,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0847988846,1852384,0847 988 846,Herkenrodesingel 8 b.C,3500,www.groepdelorge.be,"Groothandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
128,AR METALLIZING,GENK,100,32481429,65202855,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 84 80 00,alupamail@alupa.com,BE0426672712,7778731,0426 672 712,Woudstraat 8,3600,www.armetallizing.com,Vervaardiging van andere artikelen van papier of karton,Niet beursgenoteerd
129,VAN OSCH EN ZONEN,HALEN,48,32416072,10555590,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 46 01 30,info@vanoschhalen.net.bmw.be,BE0412804581,3269348,0412 804 581,Industriepark 1122,3545,www.vanoschhalen.bmw.be/,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
130,R EN B MODE,BERINGEN,5,32169311,24623627,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 43 72 23,,BE0458389435,520760,0458 389 435,Voortstraat 43,3580,brandandretail.com,"Groothandel in kleding, met uitzondering van werk- en onderkleding",Niet beursgenoteerd
